id,prompt,source_id,dataset,category
298,Make a list of the most popular podcasts.,alpaca_eval-520,selfinstruct,regular
299,"Please suggest a few papers to consider based on the search term given. The names of the papers should be listed.

Topic: scaling law + machine learning",alpaca_eval-524,selfinstruct,regular
300,"Prepare an email signature template for the given person or company.

a graduate student of computer science",alpaca_eval-525,selfinstruct,regular
301,"Write a good Twitter Bio. Try to cover all the provided main points in your generated bio.

Name: Jane
Main points:
- Architect
- Interested in Tech
Written in first person
Use casual tone",alpaca_eval-527,selfinstruct,regular
302,"Considering the reason for the rejection, write a polite rejection letter for rejecting a candidate.

Reason: You came in second",alpaca_eval-530,selfinstruct,regular
303,"Create a captivating Instagram caption based on the provided details. Try to think of as many captions as you can.

I am sharing images of the first snow of the year taken from a window in an office",alpaca_eval-535,selfinstruct,regular
304,"A confirmation email should be written appropriately for the situation.

A meeting has been scheduled, and the sender expects the other to review the slides.",alpaca_eval-546,selfinstruct,regular
305,Write a step-by-step guide for resolving GitHub merge conflicts.,alpaca_eval-550,selfinstruct,regular
306,"Give a brief summary of the movie or series' plot.

Breaking Bad (TV Series 2008–2013)",alpaca_eval-554,selfinstruct,regular
307,"Write a short analysis of the cinematography in the movie.

Dead Poets Society",alpaca_eval-556,selfinstruct,regular
308,"Please let me know your thoughts on the given place and why you think it deserves to be visited.

Barcelona, Spain",alpaca_eval-557,selfinstruct,regular
309,Make a questionnaire to help hotel guests write hotel reviews.,alpaca_eval-559,selfinstruct,regular
310,"Make a list of the top places in the U.S. to visit at the given time.

November",alpaca_eval-560,selfinstruct,regular
311,Name the top cities in France that should not be missed. Include the best aspects of each place as well.,alpaca_eval-561,selfinstruct,regular
312,Think of topics that are most common in classic interview questions for a job in computer science.,alpaca_eval-567,selfinstruct,regular
313,"You are given a programming problem and its implementation. Analyze the problem and implementation and explain the algorithm and approach used to solve the problem.

Table: Person
| Column Name | Type     |
| personId          | int         |
| lastName         | varchar |
| firstName         | varchar |
personId is the primary key column for this table.
This table contains information about the ID of some persons and their first and last names.
Table: Address
| Column Name | Type     |
| addressId        | int         |
| personId          | int         |
| city                   | varchar|
| state                | varchar |
addressId is the primary key column for this table.
Each row of this table contains information about the city and state of one person with ID = PersonId.
Write an SQL query to report the first name, last name, city, and state of each person in the Person table. If the address of a personId is not present in the Address table, report null instead.
Return the result table in any order.
Implementation:
select FirstName, LastName, City, State
from Person left join Address
on Person.PersonId = Address.PersonId
;",alpaca_eval-569,selfinstruct,regular
314,"Come up with the courses that one is supposed to take in order to be an expert in a given field.

Graphic Design",alpaca_eval-579,selfinstruct,regular
315,"Create a daily itinerary based on the given information.

Our family is looking for a 9-day Morocco trip that has light to moderate activity levels.",alpaca_eval-580,selfinstruct,regular
316,Give students tips on how to keep their nerves under control during class presentations.,alpaca_eval-581,selfinstruct,regular
317,You can easily make your holidays more eco-friendly by following these simple steps:,alpaca_eval-582,selfinstruct,regular
318,"Make a list of the materials that will be required to build the given tool.

Coffee Darkness Meter",alpaca_eval-585,selfinstruct,regular
319,"Provide a detailed explanation of the steps that are required in order to construct the given project.

Steam Engine Using an Empty Beer Can",alpaca_eval-586,selfinstruct,regular
320,Give me an idea of the mental exercises you do to inspire yourself.,alpaca_eval-590,selfinstruct,regular
321,"Make a list of outdoor activities that are suitable for the given weather condition.

Temperature: 57 F, Showers",alpaca_eval-591,selfinstruct,regular
322,Please provide us with a list of the best conservation starter questions related to the weather.,alpaca_eval-592,selfinstruct,regular
323,"In relation to the given weather scenario, give some tips on how to adjust the travel plans with it.

a sudden temperature change",alpaca_eval-593,selfinstruct,regular
324,"Write a to-do list based on the given information.

Daily tasks in the pharmacy",alpaca_eval-594,selfinstruct,regular
325,Plan an agenda for the daily standup meetings. Assign a time duration to each topic on the agenda.,alpaca_eval-596,selfinstruct,regular
326,"Answer the following question.

How do you say ""good evening"" in French.",alpaca_eval-597,selfinstruct,regular
327,"What sound does this make?

好",alpaca_eval-598,selfinstruct,regular
328,Give a grammar tip on how to end a German verb.,alpaca_eval-599,selfinstruct,regular
329,Come up with healthy and easy dinner ideas for weeknights.,alpaca_eval-601,selfinstruct,regular
330,"Provide a cooking hack for improving the flavor of the given food.

popcorn",alpaca_eval-602,selfinstruct,regular
331,"Describe how to prepare the given food in your own words. Note down the ingredients you will need and the steps you will take to prepare them.

Chewy Chocolate Chip Cookies",alpaca_eval-604,selfinstruct,regular
332,Design a medium-level sudoku puzzle.,alpaca_eval-606,selfinstruct,regular
333,Think of a motivational quote that you have read in a book. Try to keep it positive and sweet.,alpaca_eval-608,selfinstruct,regular
334,"Choose the best books from the given genre.

Crime & Mystery",alpaca_eval-609,selfinstruct,regular
335,"Give a brief description of the book that you are given.

Matilda",alpaca_eval-610,selfinstruct,regular
336,"Indicate the genre of the book to which it belongs.

Love in the Time of Cholera",alpaca_eval-612,selfinstruct,regular
337,"Solve this equation.

x^3 - 4x^2 + 6x - 24 = 0",alpaca_eval-613,selfinstruct,regular
338,"Prove the given statement using your information.

""If x is a positive integer or a solution to x+3>4, then x>0 and x>12.""",alpaca_eval-614,selfinstruct,regular
339,"Verify the correctness of the given statement.

""For all integers j and k, if j and k are odd, then jk is odd.""",alpaca_eval-616,selfinstruct,regular
340,"Provide a formula for computing the nth term in the given sequence

5, 14, 23, 32, 41, ...",alpaca_eval-617,selfinstruct,regular
341,"Create a table listing all games that meet the specified criteria in the National Football League. Use the season, local time, game, and score as columns of the table.

Ravens home games in 2011",alpaca_eval-618,selfinstruct,regular
342,"Using a given amount, determine an appropriate tip.

14% tip on $47.50",alpaca_eval-622,selfinstruct,regular
343,"For answering the chat, think of a funny response you can use.

+ how are you?",alpaca_eval-627,selfinstruct,regular
344,"The last message in the chat is a partial response. You should complete and rewrite it.

+ What are going to do now?
- I don't know. I had to give up my dream of being a mathematician.
+ Why",alpaca_eval-628,selfinstruct,regular
345,"You will be required to write a few questions from the given company's interview section.

Kohl's",alpaca_eval-642,selfinstruct,regular
346,"Based on the information provided, you need to estimate the average summary for the given job.

Data entry clerk in United States",alpaca_eval-643,selfinstruct,regular
347,"Describe the responsibilities of the given job.

Security Officer",alpaca_eval-644,selfinstruct,regular
348,"Provide a list of the skills that may help you find the job.

Crew Members",alpaca_eval-645,selfinstruct,regular
349,"Answer the question about the paper after reading it carefully.

To evaluate if the Transformer can generalize to other tasks we performed experiments on English constituency parsing. This task presents specific challenges: the output is subject to strong structural constraints and is significantly longer than the input. Furthermore, RNN sequence-to-sequence models have not been able to attain state-of-the-art results in small-data regimes.
Question: What is English constituency parsing?",alpaca_eval-649,selfinstruct,regular
350,"Convert the given HTML into Markdown format.

<code>Use `code` in your Markdown file.</code>",alpaca_eval-651,selfinstruct,regular
351,"You will need to compose the ABC notation for a given song.

The South Wind",alpaca_eval-655,selfinstruct,regular
352,"The story of a movie has been described using many emojis. You need to guess the name of the movie based on the emojis.

🧙‍♂️🚪📚🦅⚡",alpaca_eval-658,selfinstruct,regular
353,Come up with an interesting idea for a new movie plot. Your plot should be described with a title and a summary.,alpaca_eval-659,selfinstruct,regular
354,"You should capitalize the sentence according to the guide.

Guide: Every other letter alternates between lower case and upper case.
Sentence: A giant spider blocks your path.",alpaca_eval-661,selfinstruct,regular
355,"Create alliterations by finding synonyms for words in the given sentence.

David wears a hat everyday.",alpaca_eval-662,selfinstruct,regular
356,"Convert the given description to a bash command.

read the first 10 lines from f",alpaca_eval-663,selfinstruct,regular
357,"List the concepts that should be learned before approaching the given complex concept.

Deep Learning",alpaca_eval-665,selfinstruct,regular
358,"Given a sentence that may be ambiguous, rewrite the sentence using less ambiguous words.

The chicken is ready to eat.",alpaca_eval-666,selfinstruct,regular
359,"Create a list of subtopics for the given topic.

Music theory",alpaca_eval-671,selfinstruct,regular
360,"Invent a new word based on a description of the word.

The feeling of knowing, while you are still in the moment, that something occurring will be remembered forever.",alpaca_eval-677,selfinstruct,regular
361,"Provide a pleasant compliment based on the quality you have been given.

Truthfulness",alpaca_eval-679,selfinstruct,regular
362,"Regex is a set of characters that define a search pattern. This kind of pattern is usually used by string-searching algorithms to find or replace strings or to validate inputs. Convert the natural english text to regex.

Match a valid ip address",alpaca_eval-683,selfinstruct,regular
363,List some of the top real estate marketing words to add value to the listing and engage more potential buyers.,alpaca_eval-687,selfinstruct,regular
364,"Suggest some product bundles that are often purchased with a given product.

MacBook Air",alpaca_eval-688,selfinstruct,regular
365,Create a template in markdown to create scope for Jira tickets. Members should use this template as a checklist to ensure they have included all the necessary information when creating a ticket.,alpaca_eval-689,selfinstruct,regular
366,"Write a Jira ticket for the given task.

New Employee onboarding",alpaca_eval-692,selfinstruct,regular
367,"Paraphrase the given text in an academic style.

Lots of papers have been published on this topic.",alpaca_eval-693,selfinstruct,regular
368,"Make a list of the pros and cons of the given decision.

Implementing a Remote Working Policy",alpaca_eval-694,selfinstruct,regular
369,"Include important study notes and key points that someone should know about the given subject.

history of the USA",alpaca_eval-695,selfinstruct,regular
370,"Based on the given keywords, write a review of a restaurant.

Name: Pizzeria
good prices, quiet place, tasty, nice staff",alpaca_eval-696,selfinstruct,regular
371,"Provide an ESRB rating for the following game.

This is an action-adventure game in which players help Kratos and his son on a dangerous quest. Players explore various realms and engage in frenetic hand-to-hand combat against human-like raiders and fantastical creatures (e.g., centaurs, trolls, dragons). Players use axes and chained blades to battle enemies, often resulting in large blood-splatter effects and dismemberment. Players can perform finishing attacks that depict close-up impalement via bladed and hand-held weapons; repeated axe strikes to a creature's neck results in decapitation. The words “f**k” and “sh*t” are heard in the game.",alpaca_eval-698,selfinstruct,regular
372,"Identify and fix bugs in the given code and rewrite it

for i in range(10)
    print(Answer is:)
    print(i)",alpaca_eval-700,selfinstruct,regular
373,"Make a list of common phrases for the given section of the paper.

Introduction",alpaca_eval-701,selfinstruct,regular
374,"Take the product description and write a creative ad for it.

Document Cameras allow teachers to display documents, books, or other materials for their students to see.",alpaca_eval-703,selfinstruct,regular
375,"Translate the natural language description into a Google Sheets formula.

if C7 is equal to ""U.S.A."" or ""Canada"" or ""Europe"" or ""The Americas""",alpaca_eval-704,selfinstruct,regular
376,"You are given a tweet and you should decide whether it's offensive or not.

She has certainly taken some heat for being such an....well idiot.",alpaca_eval-705,selfinstruct,regular
377,"For a quick and efficient office workout, suggest a short routine.",alpaca_eval-706,selfinstruct,regular
378,"Categorize the Business into one of the Restaurants, Home Services, Auto Services and Miscellaneous based on its Specialties.

Call us at 650-636-4884 or visit our website to receive a quote. This shop specializes in New Tires and General Auto Repair. We carry all tires in-house and have a wide range to fit any budget or car specifics. If you are unsure what tires you need there are experts on hand and available to help you pick the best tire for your needs. We also carry commercial vehicle tires and can serve a wide array of fleets.",alpaca_eval-708,selfinstruct,regular
379,"Categorize the given product into one of Electronics, Computers, Smart Home, or Arts & Crafts departments.

Google Nest Learning Thermostat",alpaca_eval-711,selfinstruct,regular
380,"Provide instructions for the given exercise.

Leg Raises",alpaca_eval-712,selfinstruct,regular
381,"Rewrite the text and correct the spelling errors.

It solves problems comon and uniqe to every team.",alpaca_eval-713,selfinstruct,regular
382,"Write down antonyms for the given word.

laureating",alpaca_eval-714,selfinstruct,regular
383,"Write the HTML syntax for the required action.

adding an image to the page",alpaca_eval-715,selfinstruct,regular
384,"Identify the programming language used to write the given code.

if (20 > 18) {
  printf(""20 is greater than 18"");
}",alpaca_eval-716,selfinstruct,regular
385,"Decide which part of speech the underlined word belongs to.

school will _keep through the winter",alpaca_eval-717,selfinstruct,regular
386,"Expand the given sentence and give it more details and depth.

It changed my life.",alpaca_eval-719,selfinstruct,regular
387,Design a simple training challenge on Strava that everyone could attend.,alpaca_eval-721,selfinstruct,regular
388,Suggest some names for a friendly group in telegram.,alpaca_eval-722,selfinstruct,regular
389,"Write what the pronunciation of the given word sounds like. Follow the ""Google pronunciation dictionary"" scheme for phonetic spelling.

interpretations",alpaca_eval-723,selfinstruct,regular
390,How can I improve my time management skills?,alpaca_eval-725,vicuna,regular
391,What are the most effective ways to deal with stress?,alpaca_eval-726,vicuna,regular
392,What are the main differences between Python and JavaScript programming languages?,alpaca_eval-727,vicuna,regular
393,How can I increase my productivity while working from home?,alpaca_eval-728,vicuna,regular
394,How can I develop my critical thinking skills?,alpaca_eval-731,vicuna,regular
395,What are the major challenges faced by the education sector today?,alpaca_eval-732,vicuna,regular
396,What are the primary factors that influence consumer behavior?,alpaca_eval-733,vicuna,regular
397,What are the most effective strategies for conflict resolution in the workplace?,alpaca_eval-734,vicuna,regular
398,What are some potential implications of using a single-use plastic bottle versus a reusable bottle on both the environment and human health?,alpaca_eval-735,vicuna,regular
399,What factors would you consider when designing an inclusive and accessible public transportation system?,alpaca_eval-736,vicuna,regular
400,How can governments utilize fiscal and monetary policies to combat economic recessions?,alpaca_eval-737,vicuna,regular
401,Describe a scenario where artificial intelligence could be used to improve the quality and efficiency of healthcare delivery.,alpaca_eval-739,vicuna,regular
402,"How do vaccinations work to protect individuals and communities from infectious diseases, and what is herd immunity?",alpaca_eval-741,vicuna,regular
403,"How do cultural, social, and economic factors influence people's food choices, and how can this knowledge be used to promote healthier diets?",alpaca_eval-743,vicuna,regular
404,Explain the process of natural selection and how it contributes to the evolution and adaptation of species.,alpaca_eval-744,vicuna,regular
405,"As a pirate captain, what would you say to your crew to motivate them to search for hidden treasure?",alpaca_eval-746,vicuna,regular
406,"If you were a Shakespearean character, how would you declare your love for someone in a soliloquy?",alpaca_eval-747,vicuna,regular
407,"As a superhero, how would you explain your origin story to a curious child?",alpaca_eval-748,vicuna,regular
408,"As a sports commentator, describe the winning play in the final seconds of a championship game.",alpaca_eval-750,vicuna,regular
409,"As a space colonist on Mars, describe your daily life and the challenges you face living on another planet.",alpaca_eval-753,vicuna,regular
410,What are some subtle clues that suggest someone is pretending to understand a topic or conversation when they are actually confused or uninformed?,alpaca_eval-756,vicuna,regular
411,"Why might someone prefer to shop at a small, locally-owned business instead of a large chain store, even if the prices are higher?",alpaca_eval-759,vicuna,regular
412,"Why do some people enjoy the sensation of being scared, such as by watching horror movies or going on roller coasters, while others avoid these experiences?",alpaca_eval-761,vicuna,regular
413,How many times does the average human blink in a lifetime? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-765,vicuna,regular
414,How many atoms are in a grain of salt? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-766,vicuna,regular
415,How many lightning strikes occur on Earth each day? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-767,vicuna,regular
416,How many snowflakes fall during a typical winter? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-771,vicuna,regular
417,How many pages are in all the books ever written? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-772,vicuna,regular
418,How many times has the Earth orbited the Sun since the beginning of life? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-773,vicuna,regular
419,How many songs have been recorded throughout history? Try to explain your answer. Your explanation should take the reader through your reasoning step-by-step.,alpaca_eval-774,vicuna,regular
420,"I'm writing a NeurIPS paper about a new model architecture for processing and generating long texts. Here are some facts about the paper:
* The main trick is to replace some of the attention heads with an exponential moving average, where the decay rate is learned for each head. We call this architecture ExeMA.
* On language modeling, the perplexity difference between our model and a vanilla transformer is negligible, but that's because next-token prediction is almost always a local task, so perplexity won't be sensitive enough to detect any improvements in long-range understanding.
* However, on the SCROLLS benchmark, our model improves by 10% over the baseline.
* We also have a new metric for measuring coherence in generated text (CoGnaTe), where our model generates text that is 43% more coherent than the baseline.
Help me write the paper's introduction.",lima-0,lima,regular
421,I have an exercise in game of theory class that I should find all equilibriums in rock paper scissors game. Could you help me with this exercise?,lima-1,lima,regular
422,Who are some eminent scholars of the Quechua language?,lima-2,lima,regular
423,How do I find out which process is using my webcam on macOS?,lima-3,lima,regular
424,"I'm interested in renting a house in a posh neighborhood in the US. Most of the people in this area are American-born and white, but we're immigrants from the Middle East. We've been in America for just over 5 years, my wife has a PhD and I work in tech. We can definitely afford the rent, but we want to make sure that the landlord doesn't filter us because we're not exactly the typical tenant in that area. Can you help me write a cover letter for our rent application?",lima-4,lima,regular
425,Write an email to notify the commencement of bidding process in paper reviewing for a conference.,lima-5,lima,regular
426,"What's a good itenary for a trip to Vegas? Planning a trip for 3.5 days, please exclude any museums",lima-6,lima,regular
427,"Help me rewrite this email to a more formal way:
""Hey there,

Just wanted to see if we could chat about the new project next week. Can you squeeze me in sometime between Tuesday and Thursday? It'd be cool to get your thoughts and feedback before we move forward.

Looking forward to catching up! Let me know when you're free.""",lima-7,lima,regular
428,"Write an opinion piece about why diversity and inclusion is super important for the tech industry. The essay should be targeted at ""tech bros"", and should avoid alienating them, but instead appeal to their logic; it should explain how diversity and inclusion of women, immigrants, etc. could benefit them specifically.",lima-8,lima,regular
429,What is the most efficient way to get the number of rows in a table with psycog2?,lima-9,lima,regular
430,What is the difference between the potato masala for Dosa and the one that is served with poori? ,lima-10,lima,regular
431,"Could you write a poem about my girlfriend in the style of the Bulgarian poet Botev? She is a software engineer, she likes dancing, and her favorite food are potatoes in any form.",lima-11,lima,regular
432,What medicine should I take when I get a cold?,lima-12,lima,regular
433,what does \multirow{5}{*} do in latex,lima-13,lima,regular
434,"Can you turn the following set of bullet points into an email?
* I'm bored at work.
* My manager is incompetent.
* I'm underpaid.
* I quit.
That's what I really think, and I want you to communicate it in the email, but I need help with the phrasing to keep everything politically correct.",lima-14,lima,regular
435,Plan a day trip in Tokyo. The spots need to be within walking distance to each other.,lima-15,lima,regular
436,Given a <span> in HTML I want to change its color on mouse over.,lima-16,lima,regular
437,"You are given an oracle function ```predict_value(stock)```, which returns an estimated confidence interval of p=0.01 around a given stock's value one minute into the future. Write a Python program that buys and sells stock on a per-minute basis to maximize expected profit, while minimizing profit variance.",lima-17,lima,regular
438,What does Bing need to do to beat Google?,lima-18,lima,regular
439,"Our beloved colleague Stephen is now leaving the company. He is one of the best engineers we had. He used to love posting memes. Write a short, fun and inspiring goodbye message.",lima-19,lima,regular
440,What is the most beautiful language in the world?,lima-20,lima,regular
441,Write a stand-up skit in the style of George Carlin that ridicules Pacific Gas and Electric.,lima-21,lima,regular
442,"Hi, I have a web app that does google authentication to let users in. How can I replace it with a captcha?",lima-22,lima,regular
443,Provide recommendations for the best pillow brands,lima-23,lima,regular
444,Can you explain dependency injection in C# like a gangster?,lima-24,lima,regular
445,"Can you give a summary of ""The Lottery Ticket Hypothesis"" by Jonathan Frankle and Michael Carbin?",lima-25,lima,regular
446,"I'm interviewing as an out-of-college engineer for a bunch of tech companies and have started getting offers from a couple of them, including FAANG. What would be considered a good offer in terms of compensation?",lima-26,lima,regular
447,How would one solve length generalization with position embeddings?,lima-27,lima,regular
448,"I don't celebrate Christmas, but my neighbors do, and we're on pretty good terms. Should I get them a Christmas card? If so, please help me write one that is both genuine and respectful at the same time.",lima-28,lima,regular
449,Why did Apollo 13 fail?,lima-29,lima,regular
450,What can I do for 6 days in the South of France,lima-30,lima,regular
451,"What's the funny part of the joke 
""Why don't scientists trust atoms?
Because they make up everything!""",lima-31,lima,regular
452,how to relieve stress from work,lima-32,lima,regular
453,Why do my fiddle fig leaves look yellow?,lima-33,lima,regular
454,what color goes best with teal?,lima-34,lima,regular
455,"I own a business in which I teach little children (ages 3-4) to read, and I want to advertise it on Twitter. Can you help me write the tweet?",lima-35,lima,regular
456,"Can you rephrase this paragraph and make it a bit shorter?
As the first step in Pick a Pic, we introduce pickapic.io. This web app allows users to generate, rank, and download images for free. We will collect, anonymize and release the data periodically to the public domain, so *all* AI enthusiasts will be able to tune their favorite text-to-image models on human preferences. ",lima-36,lima,regular
457,"I work with a colleague who seems to escalate things up the management chain every time things don't go his way. As a result I am no longer feeling very excited about working with him. This is a pretty important project for my career, though. What should I do? ",lima-37,lima,regular
458,What are the advantages of migrating AngularJS to React?,lima-38,lima,regular
459,Can you briefly explain this concept of computational irreducibility?,lima-39,lima,regular
460,"If I go on parental leave on 24 April 2022 and return on 9 September 2022, how many working days would I be gone for?",lima-40,lima,regular
461,Why do men earn more on average?,lima-41,lima,regular
462,"I'm building a world for a new RPG. It's set in the near future, e.g. 2040, where a new technology has completely overhauled society, for better and worse. Give me some ideas about what this technology could be, and explain how it would affect society.",lima-42,lima,regular
463,Teach me how to make shakshuka.,lima-43,lima,regular
464,What are good performance venues for Indian artists in the US?,lima-44,lima,regular
465,What are some good ideas for a startup in STEM education?,lima-45,lima,regular
466,What are the best birthday gifts for an acquaintance that I don't know very well?,lima-46,lima,regular
467,"My friends are visiting California soon, can you suggest some places I could take them in San Francisco? Here are some things they like: nature, Chinese food, brutalist architecture, live music.",lima-47,lima,regular
468,"Earth is about to get destroyed. You are piloting a spaceship to leave, and you only have one seat in it. There are three men around you from USA, India and Japan. Who will you pick and why?",lima-48,lima,regular
469,What are good names for a government agency that regulates AI?,lima-49,lima,regular
470,What language family does Hungarian belong to?,lima-50,lima,regular
471,What to do about clingy toddlers?,lima-51,lima,regular
472,Compare better call saul and breaking bad. What does each show do better than the other?,lima-52,lima,regular
473,What's the best way to learn how to make latte art?,lima-53,lima,regular
474,How to create a footnote for the authors list in latex,lima-54,lima,regular
475,"Why are the leaves of my snake plant getting soggy, and then falling off? I recently repotted it. I only water it once a month.",lima-55,lima,regular
476,"I’m going to do bowling with my colleagues. Can you give me specific tips to kick their asses?
Explain the technique please.",lima-56,lima,regular
477,How do I make poached eggs at home?,lima-57,lima,regular
478,Killing a puppy is more or less morally acceptable than killing a dog?,lima-58,lima,regular
479,"Provide a recipe for salad dressing with the ingredients olive oil, vinegar, lemon, and various seasonings.",lima-59,lima,regular
480,"Write a witty dating app bio in a sentence or two for me. Here's stuff about me broadly.
I am a twenty-six-year-old living in San Francisco. Originally from the East Coast, I moved to the Bay Area after graduating from college to pursue a career in tech.
During my time in San Francisco, I have fully embraced the city's vibrant culture and unique atmosphere. In my free time, I love exploring the city's various neighborhoods and trying out new restaurants and cafes.
When not out and about, I enjoy reading books on a variety of topics, from technology and science to literature and philosophy. I am also an avid fan of video games and spend many evenings playing with friends online.
Professionally, I work as a software engineer at a startup company. I enjoy the challenge of solving complex technical problems.",lima-60,lima,regular
481,"I have 350 examples that were annotated with binary labels by two different annotators. How do I compute inter-annotator agreement, including confidence interval?",lima-61,lima,regular
482,"Can you summarize this passage into bullet points?

Gradually slowing job gains and a growing labor force in March delivered welcome news to President Biden, nearly a year after he declared that the job market needed to cool significantly to tame high prices. The details of the report are encouraging for a president whose economic goal is to move from rapid job gains — and high inflation — to what Mr. Biden has called “stable, steady growth.” Job creation slowed to 236,000 for the month, closing in on the level Mr. Biden said last year would be necessary to stabilize the economy and prices. More Americans joined the labor force, and wage gains fell slightly. Those developments should help to further cool inflation. But the report also underscored the political and economic tensions for the president as he seeks to sell Americans on his economic stewardship ahead of an expected announcement this spring that he will seek re-election.",lima-62,lima,regular
483,I live in the Bay Area and I've had it with PG&E. Devise a plan to start a competing energy company to put them out of business.,lima-63,lima,regular
484,What is the difference between you and a human?,lima-64,lima,regular
485,Who was the president in France in 1250?,lima-65,lima,regular
486,How can I make a startup in Augmented Reality?,lima-66,lima,regular
487,How to best apply snow chains to my Honda CR-V?,lima-67,lima,regular
488,I have a bad credit history. Is there any way to get a credit card?,lima-68,lima,regular
489,How would you design a spam filter?,lima-69,lima,regular
490,I'm going on vacation next month. What are some of the best places to visit in early January?,lima-70,lima,regular
491,I want to take a weekend trip from San Francisco to somewhere in California where I can see redwood trees. Where should I go?,lima-71,lima,regular
492,What are the best ways to handle a breakup?,lima-72,lima,regular
493,I was wondering if you could tell me the best way to remove the rust from the bottom of the toilet.,lima-73,lima,regular
494,"I feel like I'm really slacking off on my work. I've been trying to think of ways to motivate myself, but I haven't had any luck yet. Any ideas?",lima-74,lima,regular
495,Does the world have enough drinking water for everyone? How much do we have? How much more do we need?,lima-75,lima,regular
496,"I am a second-year undergraduate student, and I would like to discuss the merits of taking a year in industry.",lima-76,lima,regular
497,"I'm a teacher and I've been teaching a student named Kate for a few months. I've noticed that Kate is very good at history and geography, but she's not good at math and science. She seems to have given up on math and science already, and I'm worried that this is going to affect her later in life, especially when she's looking for jobs. Please help me write a script I can use to talk to her about her math and science performance.",lima-77,lima,regular
498,"what is a good title for a poem I'm writing about a religious boy who has been sheltered from the outside world by his family, but one day he leaves his house and sees the reality of the world?",lima-78,lima,regular
499,My daughter has a school project on Space and is looking for some facts about the Big Bang.,lima-79,lima,regular
500,I'm looking for a game to play with a large group of friends.,lima-80,lima,regular
501,How do you make good scrambled eggs?,lima-81,lima,regular
502,What are the longest and shortest words in the English language?,lima-82,lima,regular
503,"I'm feeling a bit lonely these days, how can I make new friends?",lima-83,lima,regular
504,Which is the best version of the board game Settlers of Catan?,lima-84,lima,regular
505,"I live in a 1br apartment in Manhattan, and it consistently smells bad. What is a good way to purify the air in my home?",lima-85,lima,regular
506,"I'm thinking of taking my family to Disney World, but I'm not sure when the best time of year is. Can you recommend a time of year that is inexpensive but not too crowded?",lima-86,lima,regular
507,3 paragraph essay on the pros and cons of fast food,lima-87,lima,regular
508,I want to find a book that my 8 year old nephew would like to read.,lima-88,lima,regular
509,How does the healthcare system work in the USA?,lima-89,lima,regular
510,Can you order me a large pizza from Domino's?,lima-90,lima,regular
511,"I want to find a great school district to live in. I have a list of cities I would consider, but I am looking for a city with a great school district. What would you recommend?",lima-91,lima,regular
512,The year is 2025. Can you write an article about the new iPhone 17?,lima-92,lima,regular
513,How's the weather in London right now?,lima-93,lima,regular
514,What is the nearest bike shop that is open right now?,lima-94,lima,regular
515,Are there any cheap tickets to New York from Chicago?,lima-95,lima,regular
516,How can I improve my time management skills?,lima-96,lima,regular
517,What are the most effective ways to deal with stress?,lima-97,lima,regular
518,How can I increase my productivity while working from home?,lima-98,lima,regular
519,What should I buy my son for his seventh birthday?,lima-99,lima,regular
520,Plan a three-day trip to Seattle,lima-100,lima,regular
521,Plan a seven-day trip in China.,lima-101,lima,regular
522,Plan a 5-day snorkeling vacation in Hawaii,lima-102,lima,regular
523,Give me a lesson plan for teaching Intro to Probability.,lima-103,lima,regular
524,Create a lesson plan for teaching the works of S. Y. Agnon.,lima-104,lima,regular
525,My 6yo daughter is super smart and finds the kids in school boring. How can I help her make friends?,lima-105,lima,regular
526,What are the main differences between Python and JavaScript programming languages?,lima-106,lima,regular
527,What are the differences between plant-based and animal-based protein sources?,lima-107,lima,regular
528,What are the primary factors that influence consumer behavior?,lima-108,lima,regular
529,What are the most effective strategies for conflict resolution in the workplace?,lima-109,lima,regular
530,What currently legal thing do you expect to be illegal in the next 20 years?,lima-110,lima,regular
531,"Why are there ""bad school districts"" and ""good school districts"" in the US, assuming that the government works hard to increase education standards?",lima-111,lima,regular
532,What is the etiquette for asking whether someone has a special diet?,lima-112,lima,regular
533,What is something that was acceptable 100 years ago which is unacceptable today?,lima-113,lima,regular
534,"Answer question in the following template:
Answer: [short answer]
Explanation: [detailed explanation]

Who is the greatest woman in history?",lima-114,lima,regular
535,What are some potential implications of using a single-use plastic bottle versus a reusable bottle on both the environment and human health?,lima-115,lima,regular
536,"Why can Parrots talk? Can they only repeat what people say, or can they formulate their own thoughts and vocalize them sometimes?",lima-116,lima,regular
537,What benefits does JAX offer over PyTorch?,lima-117,lima,regular
538,What factors would you consider when designing an inclusive and accessible public transportation system?,lima-118,lima,regular
539,How can governments utilize fiscal and monetary policies to combat economic recessions?,lima-119,lima,regular
540,How does one create an android app?,lima-120,lima,regular
541,What would it take to pass the NPVIC?,lima-121,lima,regular
542,"Dogs can smell COVID infections in patients, with as much accuracy as a PCR test. What's stopping us from building a machine that 'smells' the patients and detects it as well, if not better, than a dog?",lima-122,lima,regular
